Price,Close,High,Low,Open,Volume
Ticker,ITSA3.SA,ITSA3.SA,ITSA3.SA,ITSA3.SA,ITSA3.SA
Date,,,,,
2015-01-02,5.093916416168213,5.2286757343473775,5.088525936354286,5.2286757343473775,38190
2015-01-05,5.013060092926025,5.066964444672364,5.013060092926025,5.066964444672364,16317
2015-01-06,5.115477561950684,5.115477561950684,4.932204829561282,4.98071825239316,24303
2015-01-07,5.250237464904785,5.298751785609502,5.1693820485096875,5.1693820485096875,29163
2015-01-08,5.2825798988342285,5.384997226885122,5.223285961569641,5.384997226885122,37322
2015-01-09,5.277188777923584,5.277188777923584,5.120867998009791,5.174771453658972,19268
2015-01-12,5.013060092926025,5.142429823205503,4.964547113363473,5.120868350223867,21699
2015-01-13,5.061573505401611,5.120868336786475,5.061573505401611,5.061573505401611,17532
2015-01-14,5.12086820602417,5.12086820602417,4.932204988101351,4.932204988101351,2777
2015-01-15,4.975327491760254,5.1478206095175425,4.975327491760254,5.126258244731295,37322
2015-01-16,5.169381618499756,5.169381618499756,4.9861079882520745,4.9861079882520745,13366
2015-01-19,4.872910022735596,5.077745138840629,4.862129508958394,5.072355551244304,63361
2015-01-20,5.013060092926025,5.0507930052900125,4.926814200999487,4.996889992128177,16491
2015-01-21,5.093916416168213,5.174771828597778,5.0130601113489766,5.0130601113489766,21352
2015-01-22,5.3310933113098145,5.3310933113098145,5.163991120544816,5.228675537289615,22046
2015-01-23,5.196334362030029,5.331093684565554,5.1208685345851395,5.228675903374588,6596
2015-01-26,5.174771785736084,5.201723738387646,5.163991272392359,5.201723738387646,5902
2015-01-27,5.2071146965026855,5.2071146965026855,5.158601270669298,5.158601270669298,5381
2015-01-28,5.336483955383301,5.336483955383301,5.040012054390878,5.040012054390878,1562
2015-01-29,5.040012359619141,5.1100877027138365,5.018450887203397,5.077744824797986,14234
2015-01-30,5.110087871551514,5.110087871551514,4.905252761347123,4.959157113459721,14929
2015-02-02,4.98610782623291,5.018450702961358,4.851348517033215,5.018450702961358,28469
2015-02-03,5.077744960784912,5.1208683529661085,5.06696444738574,5.06696444738574,18053
2015-02-04,5.32570219039917,5.336484041615362,5.0130597387657945,5.120867988447251,54334
2015-02-05,5.341874122619629,5.341874122619629,5.207114801994479,5.255628228810708,25691
2015-02-06,5.320312976837158,5.320312976837158,5.228675712768261,5.255628111726662,20484
2015-02-09,5.3310933113098145,5.347264750142129,5.261018414954244,5.298751326034824,34197
