DATA,COD_NEGOCIACAO,NOME_EMPRESA,TIPO_MERCADO,PRECO_ABERTURA,PRECO_FECHAMENTO
2021-02-12,BEES3,BANESTES,010,5.15,5.08
2021-02-12,BEES4,BANESTES,010,5.9,5.93
2021-02-12,BGIP4,BANESE,010,24.31,24.56
2021-01-04,BRIV3,ALFA INVEST,010,8.86,8.86
2021-01-04,BRIV4,ALFA INVEST,010,9.0,9.25
2021-01-04,BRSR3,BANRISUL,010,15.65,15.84
2021-01-04,BRSR5,BANRISUL,010,19.67,18.5
2021-01-04,BRSR6,BANRISUL,010,14.66,14.5
2021-01-04,BSLI3,BRB BANCO,010,156.0,156.0
2021-02-12,BKBR3,BK BRASIL,010,10.32,10.52
2021-02-12,BMEB3,MERC BRASIL,010,17.5,18.76
2021-02-12,BMEB4,MERC BRASIL,010,18.05,17.95
2021-02-12,BMGB4,BANCO BMG,010,5.34,5.33
2021-02-12,BMIN4,MERC INVEST,010,22.5,22.5
2021-02-12,BNBR3,NORD BRASIL,010,69.99,69.5
2021-01-29,RPAD3,ALFA HOLDING,010,7.3,7.3
2021-01-29,RPAD5,ALFA HOLDING,010,9.11,9.11
2021-01-29,SANB3,SANTANDER BR,010,19.75,18.93
2021-01-29,SANB4,SANTANDER BR,010,20.92,20.28
2021-01-29,SANB11,SANTANDER BR,010,40.08,39.26
2021-02-12,BPAC3,BTGP BANCO,010,47.24,47.9
2021-02-12,BPAC5,BTGP BANCO,010,33.0,31.7
2021-02-12,BPAC11,BTGP BANCO,010,110.97,109.0
2021-02-12,BPAN4,BANCO PAN,010,12.78,12.56
2021-02-12,BRIV3,ALFA INVEST,010,11.05,11.02
2021-02-12,BRIV4,ALFA INVEST,010,9.35,9.15
2021-02-12,BRSR3,BANRISUL,010,14.54,14.56
2021-02-12,BRSR6,BANRISUL,010,13.4,13.23
2021-02-12,BSLI3,BRB BANCO,010,65.0,65.0
2021-01-04,CVCB3,CVC BRASIL,010,20.98,20.17
2021-01-14,ABCB4F,ABC BRASIL,020,16.03,16.55
2021-01-14,ABCB2F,ABC BRASIL,020,5.0,4.95
2021-01-14,AGRO3F,BRASILAGRO,020,27.43,27.79
2021-02-12,CVCB3,CVC BRASIL,010,18.79,19.9
2021-01-29,VIVT3,TELEF BRASIL,010,45.4,45.2
2021-01-04,EGIE3,ENGIE BRASIL,010,43.9,43.58
2021-01-14,BAZA3F,AMAZONIA,020,42.2,40.8
2021-01-14,BBAS3F,BRASIL,020,37.84,37.47
2021-01-14,BBDC3F,BRADESCO,020,23.9,24.34
2021-01-14,BBDC4F,BRADESCO,020,26.82,27.5
2021-01-14,BEES3F,BANESTES,020,5.42,5.45
2021-01-14,BEES4F,BANESTES,020,6.18,6.14
2021-01-14,BGIP4F,BANESE,020,27.25,27.25
2021-02-12,EGIE3,ENGIE BRASIL,010,46.49,45.9
2021-01-14,BKBR3F,BK BRASIL,020,10.83,11.1
2021-01-14,BMEB3F,MERC BRASIL,020,16.19,16.06
2021-01-14,BMEB4F,MERC BRASIL,020,16.1,15.96
2021-01-14,BMGB4F,BANCO BMG,020,5.8,5.79
2021-01-14,BMIN3F,MERC INVEST,020,22.28,22.27
2021-01-14,BMIN4F,MERC INVEST,020,21.49,19.85
2021-01-14,BNBR3F,NORD BRASIL,020,73.7,74.89
2021-01-14,BPAC3F,BTGP BANCO,020,46.39,47.2
2021-01-14,BPAC5F,BTGP BANCO,020,23.0,22.7
2021-01-14,BPAC11F,BTGP BANCO,020,92.0,91.7
2021-01-14,BPAN4F,BANCO PAN,020,9.54,9.94
2021-01-14,BRIV3F,ALFA INVEST,020,12.61,11.96
2021-01-14,BRIV4F,ALFA INVEST,020,9.63,9.59
2021-01-14,BRSR3F,BANRISUL,020,15.66,15.88
2021-01-14,BRSR5F,BANRISUL,020,19.14,18.1
2021-01-14,BRSR6F,BANRISUL,020,14.46,14.68
2021-01-14,BSLI3F,BRB BANCO,020,77.99,73.2
2021-01-14,BSLI4F,BRB BANCO,020,54.85,59.89
2021-01-14,CVCB3F,CVC BRASIL,020,19.43,20.41
2021-02-12,IRBR3,IRBBRASIL RE,010,6.55,6.64
2021-02-12,ITSA3,ITAUSA,010,11.49,11.43
2021-01-14,CVCB11F,CVC BRASIL,020,8.58,9.81
2021-01-14,EGIE3F,ENGIE BRASIL,020,44.43,45.11
2021-02-12,ITSA4,ITAUSA,010,10.62,10.6
2021-02-12,ITUB3,ITAUUNIBANCO,010,25.14,25.11
2021-02-12,ITUB4,ITAUUNIBANCO,010,27.53,27.76
2021-01-04,IRBR3,IRBBRASIL RE,010,8.3,7.89
2021-01-04,ITSA3,ITAUSA,010,12.35,12.24
2021-01-04,ITSA4,ITAUSA,010,11.84,11.55
2021-01-04,ITUB3,ITAUUNIBANCO,010,28.24,27.45
2021-01-04,ITUB4,ITAUUNIBANCO,010,31.98,30.9
2021-02-12,LPSB3,LOPES BRASIL,010,4.23,4.2
2021-01-14,IRBR3F,IRBBRASIL RE,020,7.89,7.87
2021-01-14,ITSA3F,ITAUSA,020,12.17,12.44
2021-01-14,ITSA4F,ITAUSA,020,11.89,12.06
2021-01-14,ITUB3F,ITAUUNIBANCO,020,28.45,28.21
2021-01-14,ITUB4F,ITAUUNIBANCO,020,31.66,32.6
2021-01-04,LPSB3,LOPES BRASIL,010,4.98,4.77
2021-01-14,LPSB3F,LOPES BRASIL,020,4.73,4.78
2021-02-12,OSXB3,OSX BRASIL,010,19.2,19.2
2021-02-12,PINE4,PINE,010,2.26,2.25
2021-01-14,OSXB3F,OSX BRASIL,020,18.37,19.09
2021-01-14,PINE4F,PINE,020,2.36,2.39
2021-01-04,OSXB3,OSX BRASIL,010,21.14,19.81
2021-01-14,RPAD3F,ALFA HOLDING,020,8.36,8.29
2021-01-14,RPAD5F,ALFA HOLDING,020,9.51,9.51
2021-01-14,RPAD6F,ALFA HOLDING,020,6.45,7.1
2021-01-14,SANB3F,SANTANDER BR,020,21.3,21.55
2021-01-14,SANB4F,SANTANDER BR,020,23.6,24.24
2021-01-14,SANB11F,SANTANDER BR,020,44.99,45.9
2021-01-04,PINE4,PINE,010,2.57,2.51
2021-02-12,RPAD3,ALFA HOLDING,010,7.0,6.9
2021-02-12,RPAD6,ALFA HOLDING,010,5.72,5.63
2021-02-12,SANB3,SANTANDER BR,010,19.6,19.64
2021-02-12,SANB4,SANTANDER BR,010,21.0,21.02
2021-02-12,SANB11,SANTANDER BR,010,40.6,40.77
2021-01-29,ABCB4F,ABC BRASIL,020,15.5,14.92
2021-01-29,ABCB2F,ABC BRASIL,020,2.9,3.03
2021-01-29,AGRO3F,BRASILAGRO,020,26.16,25.68
2021-01-29,BAZA3F,AMAZONIA,020,41.35,39.93
2021-01-29,BBAS3F,BRASIL,020,34.14,33.75
2021-01-29,BBDC3F,BRADESCO,020,22.28,21.55
2021-01-29,BBDC4F,BRADESCO,020,25.38,24.75
2021-01-29,BEES3F,BANESTES,020,5.26,5.19
2021-01-29,BEES4F,BANESTES,020,6.04,6.0
2021-01-29,BGIP4F,BANESE,020,24.53,25.31
2021-01-29,BKBR3F,BK BRASIL,020,9.99,9.62
2021-01-29,BMEB3F,MERC BRASIL,020,17.52,17.2
2021-01-04,RPAD3,ALFA HOLDING,010,6.35,6.35
2021-01-04,RPAD5,ALFA HOLDING,010,9.39,9.39
2021-01-04,RPAD6,ALFA HOLDING,010,6.4,6.4
2021-01-04,SANB3,SANTANDER BR,010,22.25,21.09
2021-01-04,SANB4,SANTANDER BR,010,23.85,23.4
2021-01-04,SANB11,SANTANDER BR,010,45.4,44.41
2021-01-29,BMEB4F,MERC BRASIL,020,16.01,15.55
2021-01-29,BMGB4F,BANCO BMG,020,5.39,5.3
2021-01-29,BMIN3F,MERC INVEST,020,22.5,19.85
2021-01-29,BMIN4F,MERC INVEST,020,19.61,19.6
2021-01-29,BNBR3F,NORD BRASIL,020,73.2,70.99
2021-01-29,BPAC3F,BTGP BANCO,020,47.5,47.0
2021-01-29,BPAC5F,BTGP BANCO,020,25.69,24.51
2021-01-29,BPAC9F,BTGP BANCO,020,34.81,36.0
2021-01-29,BPAC11F,BTGP BANCO,020,97.69,95.0
2021-01-29,BPAC13F,BTGP BANCO,020,97.4,97.99
2021-01-29,BPAN4F,BANCO PAN,020,9.51,9.3
2021-01-29,BRIV3F,ALFA INVEST,020,12.08,12.08
2021-01-29,BRIV4F,ALFA INVEST,020,9.34,9.31
2021-01-29,BRSR3F,BANRISUL,020,15.04,14.79
2021-01-29,BRSR6F,BANRISUL,020,13.64,13.43
2021-01-14,VIVT3F,TELEF BRASIL,020,44.73,44.44
2021-02-12,VIVT3,TELEF BRASIL,010,48.81,48.4
2021-01-29,BSLI3F,BRB BANCO,020,59.0,51.84
2021-01-29,BSLI4F,BRB BANCO,020,45.04,45.0
2021-01-15,ABCB4,ABC BRASIL,010,16.48,16.04
2021-01-15,AGRO3,BRASILAGRO,010,27.82,27.0
2021-01-29,CVCB3F,CVC BRASIL,020,19.2,18.94
2021-01-29,EGIE3F,ENGIE BRASIL,020,43.86,43.14
2021-01-15,BAZA3,AMAZONIA,010,41.0,41.1
2021-01-15,BBAS3,BRASIL,010,37.2,36.3
2021-01-15,BBDC3,BRADESCO,010,24.14,23.5
2021-01-15,BBDC4,BRADESCO,010,27.1,26.74
2021-01-15,BEES3,BANESTES,010,5.43,5.44
2021-01-15,BEES4,BANESTES,010,6.1,6.1
2021-01-15,BGIP4,BANESE,010,26.01,26.02
2021-01-04,VIVT3,TELEF BRASIL,010,46.5,45.94
2021-01-15,BKBR3,BK BRASIL,010,10.99,11.13
2021-01-15,BMEB3,MERC BRASIL,010,16.38,16.39
2021-01-15,BMEB4,MERC BRASIL,010,15.91,15.99
2021-01-15,BMGB4,BANCO BMG,010,5.71,5.61
2021-01-15,BMIN3,MERC INVEST,010,21.7,21.35
2021-01-15,BMIN4,MERC INVEST,010,21.49,21.0
2021-01-15,BNBR3,NORD BRASIL,010,74.0,74.0
2021-01-29,IRBR3F,IRBBRASIL RE,020,7.91,7.24
2021-01-29,ITSA3F,ITAUSA,020,11.79,11.68
2021-01-29,ITSA4F,ITAUSA,020,10.85,10.65
2021-01-29,ITUB3F,ITAUUNIBANCO,020,26.56,25.82
2021-01-29,ITUB4F,ITAUUNIBANCO,020,29.3,28.47
2021-01-15,BPAC3,BTGP BANCO,010,46.79,45.4
2021-01-15,BPAC5,BTGP BANCO,010,22.0,22.0
2021-01-15,BPAC11,BTGP BANCO,010,90.39,88.75
2021-01-15,BPAN4,BANCO PAN,010,9.9,9.49
2021-01-15,BRIV3,ALFA INVEST,010,12.03,11.99
2021-01-15,BRIV4,ALFA INVEST,010,9.76,10.0
2021-01-15,BRSR3,BANRISUL,010,16.02,15.54
2021-01-15,BRSR5,BANRISUL,010,21.9,20.9
2021-01-15,BRSR6,BANRISUL,010,14.65,14.37
2021-01-15,BSLI3,BRB BANCO,010,72.15,72.8
2021-01-15,BSLI4,BRB BANCO,010,59.25,54.21
2021-01-29,LPSB3F,LOPES BRASIL,020,4.58,4.53
2021-01-29,OSXB3F,OSX BRASIL,020,19.29,19.11
2021-01-15,CVCB3,CVC BRASIL,010,20.12,19.85
2021-01-29,PINE4F,PINE,020,2.2,2.24
2021-01-15,EGIE3,ENGIE BRASIL,010,45.0,44.59
2021-01-29,RPAD3F,ALFA HOLDING,020,7.4,7.29
2021-01-29,RPAD6F,ALFA HOLDING,020,5.99,6.0
2021-01-29,SANB3F,SANTANDER BR,020,19.75,18.99
2021-01-29,SANB4F,SANTANDER BR,020,20.9,20.3
2021-01-29,SANB11F,SANTANDER BR,020,40.35,39.14
2021-01-29,VIVT3F,TELEF BRASIL,020,45.69,45.11
2021-02-12,ABCB4F,ABC BRASIL,020,15.33,15.7
2021-02-12,AGRO3F,BRASILAGRO,020,23.17,23.08
2021-01-15,IRBR3,IRBBRASIL RE,010,7.76,7.71
2021-02-12,BAZA3F,AMAZONIA,020,39.86,39.26
2021-02-12,BBAS3F,BRASIL,020,33.93,33.8
2021-02-12,BBDC3F,BRADESCO,020,22.35,22.23
2021-02-12,BBDC4F,BRADESCO,020,25.2,25.1
2021-02-12,BEES3F,BANESTES,020,5.1,5.09
2021-02-12,BEES4F,BANESTES,020,5.95,5.96
2021-02-12,BGIP4F,BANESE,020,24.51,24.6
2021-02-12,BKBR3F,BK BRASIL,020,10.4,10.46
2021-02-01,ABCB4,ABC BRASIL,010,15.38,15.62
2021-02-01,AGRO3,BRASILAGRO,010,26.14,26.5
2021-01-15,ITSA3,ITAUSA,010,12.43,12.07
2021-01-15,ITSA4,ITAUSA,010,11.87,11.61
2021-01-15,ITUB3,ITAUUNIBANCO,010,28.28,27.89
2021-01-15,ITUB4,ITAUUNIBANCO,010,32.05,31.36
2021-01-04,ABCB4F,ABC BRASIL,020,15.8,16.3
2021-01-04,AGRO3F,BRASILAGRO,020,25.03,25.0
2021-02-12,BMEB3F,MERC BRASIL,020,18.82,18.45
2021-02-12,BMEB4F,MERC BRASIL,020,17.99,17.9
2021-02-12,BMGB4F,BANCO BMG,020,5.41,5.38
2021-02-12,BMIN3F,MERC INVEST,020,22.0,22.23
2021-02-12,BMIN4F,MERC INVEST,020,21.7,22.16
2021-02-12,BNBR3F,NORD BRASIL,020,70.84,68.69
2021-02-12,BPAC3F,BTGP BANCO,020,48.15,48.99
2021-02-12,BPAC5F,BTGP BANCO,020,32.0,31.13
2021-02-12,BPAC11F,BTGP BANCO,020,111.89,108.9
2021-02-12,BPAN4F,BANCO PAN,020,12.8,12.59
2021-02-12,BRIV3F,ALFA INVEST,020,11.6,10.87
2021-02-12,BRIV4F,ALFA INVEST,020,9.36,9.29
2021-02-12,BRSR3F,BANRISUL,020,14.61,14.7
2021-02-12,BRSR5F,BANRISUL,020,18.5,18.05
2021-02-12,BRSR6F,BANRISUL,020,13.48,13.33
2021-01-15,LPSB3,LOPES BRASIL,010,4.76,4.67
2021-01-04,BAZA3F,AMAZONIA,020,42.2,41.83
2021-01-04,BBAS3F,BRASIL,020,39.15,37.67
2021-01-04,BBDC3F,BRADESCO,020,24.31,23.72
2021-01-04,BBDC4F,BRADESCO,020,27.47,26.5
2021-01-04,BEES3F,BANESTES,020,5.55,5.62
2021-01-04,BEES4F,BANESTES,020,6.24,5.93
2021-01-04,BGIP4F,BANESE,020,26.64,25.51
2021-01-04,BKBR3F,BK BRASIL,020,10.98,10.95
2021-02-12,BSLI3F,BRB BANCO,020,61.61,63.98
2021-02-12,BSLI4F,BRB BANCO,020,54.34,54.34
2021-02-01,BAZA3,AMAZONIA,010,39.51,39.62
2021-02-01,BBAS3,BRASIL,010,34.32,34.29
2021-02-01,BBDC3,BRADESCO,010,22.03,22.1
2021-02-01,BBDC4,BRADESCO,010,25.18,25.25
2021-02-01,BEES3,BANESTES,010,5.07,5.14
2021-02-01,BEES4,BANESTES,010,6.0,6.06
2021-01-04,BMEB3F,MERC BRASIL,020,16.24,16.24
2021-01-04,BMEB4F,MERC BRASIL,020,16.0,15.45
2021-01-04,BMGB4F,BANCO BMG,020,6.15,6.1
2021-01-04,BMIN3F,MERC INVEST,020,19.75,19.75
2021-01-04,BMIN4F,MERC INVEST,020,20.13,20.37
2021-01-04,BNBR3F,NORD BRASIL,020,77.26,76.93
2021-01-04,BPAC3F,BTGP BANCO,020,48.98,46.99
2021-01-04,BPAC5F,BTGP BANCO,020,23.19,22.55
2021-01-04,BPAC11F,BTGP BANCO,020,95.8,92.39
2021-01-04,BPAN4F,BANCO PAN,020,9.66,9.36
2021-01-04,BRIV4F,ALFA INVEST,020,9.17,9.4
2021-01-04,BRSR3F,BANRISUL,020,15.84,15.64
2021-01-04,BRSR5F,BANRISUL,020,18.0,19.78
2021-01-04,BRSR6F,BANRISUL,020,14.64,14.45
2021-01-04,BSLI3F,BRB BANCO,020,157.88,156.0
2021-02-12,CVCB3F,CVC BRASIL,020,18.94,19.9
2021-01-15,OSXB3,OSX BRASIL,010,19.01,20.15
2021-02-01,BGIP3,BANESE,010,42.7,42.7
2021-02-01,BGIP4,BANESE,010,25.25,25.48
2021-02-01,BKBR3,BK BRASIL,010,9.7,9.52
2021-02-01,BMEB3,MERC BRASIL,010,17.22,17.12
2021-02-01,BMEB4,MERC BRASIL,010,16.15,16.26
2021-02-12,EGIE3F,ENGIE BRASIL,020,46.69,46.0
2021-01-15,PINE4,PINE,010,2.41,2.36
2021-02-01,BMGB4,BANCO BMG,010,5.34,5.71
2021-02-01,BNBR3,NORD BRASIL,010,71.89,71.88
2021-02-01,BPAC3,BTGP BANCO,010,47.0,46.63
2021-02-01,BPAC5,BTGP BANCO,010,25.13,26.6
2021-02-01,BPAC11,BTGP BANCO,010,97.79,98.47
2021-02-01,BPAC13,BTGP BANCO,010,92.44,97.38
2021-02-01,BPAN4,BANCO PAN,010,9.5,9.97
2021-02-01,BRIV3,ALFA INVEST,010,12.09,12.04
2021-02-01,BRIV4,ALFA INVEST,010,9.29,9.3
2021-02-01,BRSR3,BANRISUL,010,14.6,14.64
2021-02-01,BRSR5,BANRISUL,010,18.66,17.99
2021-02-01,BRSR6,BANRISUL,010,13.64,13.5
2021-02-01,BSLI3,BRB BANCO,010,58.98,63.5
2021-02-01,BSLI4,BRB BANCO,010,44.3,44.0
2021-02-12,IRBR3F,IRBBRASIL RE,020,6.55,6.65
2021-02-12,ITSA3F,ITAUSA,020,11.49,11.48
2021-02-12,ITSA4F,ITAUSA,020,10.64,10.66
2021-02-12,ITUB3F,ITAUUNIBANCO,020,25.22,25.16
2021-02-12,ITUB4F,ITAUUNIBANCO,020,27.55,27.79
2021-01-15,RPAD3,ALFA HOLDING,010,8.32,8.01
2021-01-15,RPAD5,ALFA HOLDING,010,9.6,9.45
2021-01-15,RPAD6,ALFA HOLDING,010,6.7,6.35
2021-01-15,SANB3,SANTANDER BR,010,21.4,20.37
2021-01-15,SANB4,SANTANDER BR,010,23.99,23.09
2021-01-15,SANB11,SANTANDER BR,010,45.32,43.7
2021-01-04,CVCB3F,CVC BRASIL,020,20.83,20.13
2021-01-04,CVCB11F,CVC BRASIL,020,9.6,9.5
2021-01-04,EGIE3F,ENGIE BRASIL,020,44.17,43.71
2021-02-12,LPSB3F,LOPES BRASIL,020,4.22,4.19
2021-02-01,CVCB3,CVC BRASIL,010,19.28,19.24
2021-02-12,OSXB3F,OSX BRASIL,020,19.36,19.28
2021-01-04,IRBR3F,IRBBRASIL RE,020,8.22,7.92
2021-01-04,ITSA3F,ITAUSA,020,12.38,12.21
2021-01-04,ITSA4F,ITAUSA,020,11.8,11.58
2021-01-04,ITUB3F,ITAUUNIBANCO,020,28.07,27.47
2021-01-04,ITUB4F,ITAUUNIBANCO,020,31.98,31.05
2021-02-12,PINE4F,PINE,020,2.23,2.28
2021-01-04,LPSB3F,LOPES BRASIL,020,5.04,4.82
2021-02-01,EGIE3,ENGIE BRASIL,010,43.52,43.78
2021-01-15,VIVT3,TELEF BRASIL,010,44.2,44.68
2021-02-12,RPAD3F,ALFA HOLDING,020,7.0,6.92
2021-02-12,RPAD5F,ALFA HOLDING,020,9.01,9.01
2021-02-12,RPAD6F,ALFA HOLDING,020,5.74,5.74
2021-02-12,SANB3F,SANTANDER BR,020,19.5,19.58
2021-02-12,SANB4F,SANTANDER BR,020,21.3,21.11
2021-02-12,SANB11F,SANTANDER BR,020,40.84,40.89
2021-01-04,OSXB3F,OSX BRASIL,020,20.28,19.81
2021-01-04,PINE4F,PINE,020,2.58,2.54
2021-01-04,RPAD3F,ALFA HOLDING,020,6.06,6.13
2021-01-04,SANB3F,SANTANDER BR,020,21.71,21.2
2021-01-04,SANB4F,SANTANDER BR,020,23.77,23.5
2021-01-04,SANB11F,SANTANDER BR,020,45.01,44.31
2021-02-12,VIVT3F,TELEF BRASIL,020,48.91,48.01
2021-02-01,IRBR3,IRBBRASIL RE,010,7.29,7.33
2021-02-01,ITSA3,ITAUSA,010,11.73,11.65
2021-02-01,ITSA4,ITAUSA,010,10.79,10.79
2021-02-01,ITUB3,ITAUUNIBANCO,010,26.34,26.32
2021-02-01,ITUB4,ITAUUNIBANCO,010,29.0,29.08
2021-02-17,ABCB4,ABC BRASIL,010,15.57,15.46
2021-02-17,AGRO3,BRASILAGRO,010,23.05,22.7
2021-01-04,VIVT3F,TELEF BRASIL,020,46.2,45.8
2021-02-01,LPSB3,LOPES BRASIL,010,4.61,4.58
2021-01-05,ABCB4,ABC BRASIL,010,16.24,15.97
2021-01-05,AGRO3,BRASILAGRO,010,25.03,25.7
2021-02-17,BAZA3,AMAZONIA,010,40.0,40.0
2021-02-17,BBAS3,BRASIL,010,33.69,33.36
2021-02-17,BBDC3,BRADESCO,010,22.19,22.17
2021-02-17,BBDC4,BRADESCO,010,25.03,25.18
2021-02-17,BEES3,BANESTES,010,5.08,5.09
2021-02-17,BEES4,BANESTES,010,6.0,5.95
2021-02-17,BGIP4,BANESE,010,24.57,24.0
2021-02-17,BKBR3,BK BRASIL,010,10.5,10.41
2021-01-05,BAZA3,AMAZONIA,010,42.16,41.8
2021-01-05,BBAS3,BRASIL,010,37.45,37.2
2021-01-05,BBDC3,BRADESCO,010,23.34,23.47
2021-01-05,BBDC4,BRADESCO,010,26.2,26.25
2021-01-05,BEES3,BANESTES,010,5.63,5.48
2021-01-05,BEES4,BANESTES,010,6.12,6.04
2021-01-05,BGIP4,BANESE,010,26.5,26.5
2021-02-17,BMEB3,MERC BRASIL,010,18.77,17.8
2021-02-17,BMEB4,MERC BRASIL,010,17.95,17.7
2021-02-17,BMGB4,BANCO BMG,010,5.33,5.35
2021-02-17,BMIN3,MERC INVEST,010,22.23,21.96
2021-02-17,BMIN4,MERC INVEST,010,22.5,22.5
2021-02-17,BNBR3,NORD BRASIL,010,69.5,70.99
2021-02-17,BPAC3,BTGP BANCO,010,47.07,48.37
2021-02-17,BPAC5,BTGP BANCO,010,33.01,31.4
2021-02-17,BPAC11,BTGP BANCO,010,108.04,109.32
2021-02-17,BPAN4,BANCO PAN,010,12.59,12.71
2021-02-17,BRIV3,ALFA INVEST,010,11.02,11.02
2021-02-17,BRIV4,ALFA INVEST,010,9.15,9.4
2021-02-01,OSXB3,OSX BRASIL,010,19.22,19.2
2021-02-01,PINE4,PINE,010,2.21,2.23
2021-02-17,BRSR3,BANRISUL,010,15.18,14.7
2021-02-17,BRSR6,BANRISUL,010,13.23,13.22
2021-02-17,BSLI3,BRB BANCO,010,64.5,64.45
2021-02-17,BSLI4,BRB BANCO,010,54.0,52.0
2021-01-05,BKBR3,BK BRASIL,010,10.85,10.84
2021-01-05,BMEB3,MERC BRASIL,010,16.8,16.89
2021-01-05,BMEB4,MERC BRASIL,010,15.52,15.58
2021-01-05,BMGB4,BANCO BMG,010,6.0,5.84
2021-01-05,BMIN3,MERC INVEST,010,20.9,26.75
2021-01-05,BMIN4,MERC INVEST,010,19.31,26.29
2021-01-05,BNBR3,NORD BRASIL,010,75.0,75.0
2021-01-05,BPAC3,BTGP BANCO,010,47.7,47.48
2021-01-05,BPAC5,BTGP BANCO,010,22.0,21.0
2021-01-05,BPAC11,BTGP BANCO,010,91.0,90.66
2021-01-05,BPAN4,BANCO PAN,010,9.37,9.32
2021-01-05,BRIV3,ALFA INVEST,010,8.81,8.8
2021-01-05,BRIV4,ALFA INVEST,010,9.15,8.88
2021-01-05,BRSR3,BANRISUL,010,15.67,15.65
2021-01-05,BRSR5,BANRISUL,010,18.49,18.0
2021-01-05,BRSR6,BANRISUL,010,14.5,14.27
2021-01-05,BSLI3,BRB BANCO,010,17.99,38.0
2021-01-05,BSLI4,BRB BANCO,010,25.48,30.57
2021-02-01,RPAD5,ALFA HOLDING,010,9.11,9.11
2021-02-01,RPAD6,ALFA HOLDING,010,5.7,6.1
2021-02-01,SANB3,SANTANDER BR,010,19.01,19.78
2021-02-01,SANB4,SANTANDER BR,010,20.21,21.01
2021-02-01,SANB11,SANTANDER BR,010,39.84,40.8
2021-02-17,CVCB3,CVC BRASIL,010,19.82,19.5
2021-01-15,ABCB4F,ABC BRASIL,020,16.68,16.11
2021-01-15,ABCB2F,ABC BRASIL,020,5.02,4.99
2021-01-15,AGRO3F,BRASILAGRO,020,27.95,27.17
2021-01-05,CVCB3,CVC BRASIL,010,20.02,20.23
2021-02-17,EGIE3,ENGIE BRASIL,010,45.9,44.58
2021-01-15,BAZA3F,AMAZONIA,020,41.42,41.2
2021-01-15,BBAS3F,BRASIL,020,37.46,36.35
2021-01-15,BBDC3F,BRADESCO,020,24.33,23.55
2021-01-15,BBDC4F,BRADESCO,020,27.12,26.71
2021-01-15,BEES3F,BANESTES,020,5.56,5.44
2021-01-15,BEES4F,BANESTES,020,6.13,6.12
2021-01-15,BGIP3F,BANESE,020,44.5,43.5
2021-01-15,BGIP4F,BANESE,020,27.33,25.93
2021-01-05,EGIE3,ENGIE BRASIL,010,43.83,43.19
2021-02-01,VIVT3,TELEF BRASIL,010,45.8,45.93
2021-01-15,BKBR3F,BK BRASIL,020,10.95,11.1
